pdbcode,resolution,year,pK,comment
4wa9,2.20,2015,8.42,(AXI)
5vl2,1.90,2018,8.42,(9EG)
2xbv,1.66,2010,8.43,(XBV)
2za5,2.30,2008,8.43,(2FF)
3nhi,1.43,2010,8.43,(EAH)
4y8x,1.90,2015,8.43,(4GR)
5dey,2.10,2016,8.43,(59T)
5exl,2.30,2016,8.43,(5SS)
5f2u,1.85,2016,8.43,(4-mer)
2vc9,2.36,2008,8.44,(NOK)
2xyf,1.80,2011,8.44,(G40)
4zae,1.86,2015,8.44,(4M1)
5kqx,2.40,2016,8.44,(ROC)
5n0e,1.75,2017,8.44,(8F3)
5voj,1.80,2017,8.44,(9H4)
3kdd,1.80,2010,8.46,(JZQ)
4css,1.07,2015,8.46,(CWX)
2oag,2.30,2007,8.47,(DLI)
3zln,2.29,2013,8.47,(H0Y)
5qtt,2.23,2019,8.47,(QEY)
6d3q,2.24,2019,8.47,(4NG)
1w5y,1.90,2004,8.48,(BE6)
2hs1,0.84,2006,8.48,(017)
2p3b,2.10,2007,8.48,(3TL)
2r5p,2.30,2007,8.48,(MK1)
2uxz,1.75,2008,8.48,(HI1)
2yix,2.30,2011,8.48,(YIX)
3b1m,1.60,2011,8.48,(KRC)
3n3j,1.50,2011,8.48,(WWV)
5kr2,1.78,2016,8.48,(ROC)
5n0d,1.70,2017,8.48,(8F2)
6fe1,1.95,2018,8.48,(V14)
1ec0,1.79,2002,8.49,(BED)
2g5u,1.80,2006,8.49,(PCQ)
2ihq,2.00,2006,8.49,(LG7)
3s45,1.51,2012,8.49,(478)
4hdf,1.29,2013,8.49,(G52)
4m2r,1.99,2013,8.49,(BZ1)
5ufs,2.12,2017,8.49,(1TA)
7upj,2.00,1997,8.49,(INU)
2vh0,1.70,2008,8.51,(GSI)
3i25,2.10,2010,8.51,(MV7)
3u8j,2.35,2011,8.51,(09O)
6oe1,1.45,2019,8.51,(M8V)
1fcy,1.30,2000,8.52,(564)
1i5r,1.60,2003,8.52,(HYC)
1nfx,2.15,2003,8.52,(RDR)
1rp7,2.09,2004,8.52,(TZD)
1xkk,2.40,2004,8.52,(FMM)
2boh,2.20,2006,8.52,(IIA)
2fvd,1.85,2006,8.52,(LIA)
2oc2,2.25,2007,8.52,(RX3)
2q64,2.50,2008,8.52,(1UN)
2qu6,2.10,2007,8.52,(857)
2vvc,1.95,2009,8.52,(LZF)
2vw5,1.90,2008,8.52,(BC6)
2wn9,1.75,2009,8.52,(ZY5)
3lpi,2.05,2010,8.52,(Z74)
3ml5,2.05,2011,8.52,(AZM)
3suu,1.60,2012,8.52,(OGN)
3ttm,2.00,2012,8.52,(PUT)
4nh8,1.65,2014,8.52,(2LC)
4o6w,1.45,2014,8.52,(7-mer)
4o97,2.20,2014,8.52,(NTX)
4xoc,1.42,2016,8.52,(KGM)
5mpk,1.90,2018,8.52,(0BC)
5vi6,1.24,2017,8.52,(4-mer)
6csp,1.24,2018,8.52,(FBM)
3kjd,1.95,2009,8.54,(78P)
4hwo,1.91,2013,8.54,(409)
5mjn,1.17,2017,8.54,(7O8)
5sxm,2.00,2016,8.54,(8-mer)
1hos,2.30,1993,8.55,(PHP)
1ppl,1.70,1993,8.55,(1Z7)
2byr,2.45,2005,8.55,(MLK)
3ejp,1.32,2009,8.55,(HN2)
3v51,1.95,2012,8.55,(I76)
5amd,1.50,2015,8.55,(45I)
5i9y,1.23,2016,8.55,(1N1)
5nxg,1.20,2018,8.55,(RA1)
6hk4,2.50,2019,8.55,(G8E)
1bgq,2.50,1999,8.57,(RDC)
1q1g,2.02,2004,8.57,(MTI)
2x4z,2.10,2010,8.57,(X4Z)
3ejq,1.45,2009,8.57,(HN3)
3ejr,1.27,2009,8.57,(HN4)
3v7x,1.03,2012,8.57,(D7A)
4kmz,2.30,2013,8.57,(FOL)
5caq,2.50,2015,8.57,(4ZJ)
5j6m,1.64,2017,8.57,(6FJ)
3r5t,1.45,2012,8.58,(VBN)
2wky,2.20,2009,8.59,(IBC)
3ibi,1.93,2009,8.59,(BOW)
5nbw,2.40,2017,8.59,(8SK)
6h37,1.90,2018,8.59,(FKQ)
1bwa,1.90,1998,8.60,(XV6)
3b66,1.65,2008,8.60,(B66)
3s43,1.26,2012,8.60,(478)
3sxf,2.04,2012,8.60,(BK5)
3t3u,2.10,2012,8.60,(BK6)
4efs,1.63,2012,8.60,(E37)
4gj2,2.40,2013,8.60,(0XH)
4qf7,1.48,2014,8.60,(C0R)
5sz3,1.69,2016,8.60,(72H)
5upf,1.69,2017,8.60,(8HV)
6prf,1.21,2019,8.60,(7OA)
4ban,1.87,2013,8.61,(M6S)
6gl8,1.40,2018,8.61,(F3Q)
2cej,2.50,2007,8.62,(1AH)
3ryz,1.37,2011,8.62,(RYZ)
4bf1,1.35,2014,8.62,(9FK)
4hf4,2.00,2012,8.62,(15H)
4jx9,1.40,2013,8.62,(URI)
5egm,1.84,2015,8.62,(5NY)
5htz,1.95,2016,8.62,(66J)
5zvw,2.29,2018,8.62,(6-mer)
3f17,1.10,2008,8.63,(HS4)
1g45,1.83,2000,8.64,(FSB)
1mue,2.00,2004,8.64,(CDD)
1r1j,2.35,2004,8.64,(OIR)
1t31,1.90,2005,8.64,(OHH)
3hkw,1.55,2010,8.64,(IX6)
3s71,1.25,2011,8.64,(EVD)
4pft,1.75,2014,8.64,(MAB)
4qd6,2.45,2015,8.64,(30T)
4zyf,1.80,2015,8.64,(4T4)
5e8f,2.10,2015,8.64,(5-mer)
5x74,2.25,2017,8.64,(JAY)
6std,1.80,1999,8.64,(MS2)
2oax,2.29,2007,8.65,(SNL)
1i9n,1.86,2001,8.66,(IOA)
3d1x,1.05,2008,8.66,(ROC)
3nox,2.34,2010,8.66,(6A5)
3u8k,2.47,2011,8.66,(09P)
5epn,2.30,2016,8.66,(5R2)
5n93,2.10,2017,8.66,(8QE)
2qd6,1.28,2008,8.68,(065)
2q55,1.90,2007,8.69,(MU0)
5cj6,2.07,2016,8.69,(51Y)
1bcd,1.90,1993,8.70,(FMS)
1hfs,1.70,1998,8.70,(L04)
1jgl,2.15,2001,8.70,(EST)
1jyq,2.00,2002,8.70,(4-mer)
1lnm,1.90,2003,8.70,(DTX)
1ohr,2.10,1998,8.70,(1UN)
1pxo,1.96,2004,8.70,(CK7)
1t7j,2.20,2005,8.70,(478)
1w13,2.00,2008,8.70,(SM1)
1xap,2.10,2004,8.70,(TTB)
2b7d,2.24,2006,8.70,(C1B)
2f8g,1.22,2006,8.70,(017)
2fmb,1.80,1999,8.70,(LP1)
2h4n,1.90,1997,8.70,(AZM)
2jh0,1.70,2007,8.70,(701)
2ojj,2.40,2007,8.70,(82A)
2pcp,2.20,1999,8.70,(1PC)
2uwo,1.75,2007,8.70,(701)
2vj8,1.80,2008,8.70,(HA2)
2wgj,2.00,2009,8.70,(VGH)
2wyg,1.88,2010,8.70,(461)
2y5f,1.29,2011,8.70,(XWG)
2y7z,1.84,2011,8.70,(C0Z)
2y81,1.70,2011,8.70,(931)
3brn,2.00,2008,8.70,(SRO)
3d9z,1.65,2009,8.70,(D9Z)
3eqr,2.00,2008,8.70,(T74)
3ge7,1.50,2009,8.70,(AFQ)
3hvj,1.79,2009,8.70,(705)
3i5z,2.20,2010,8.70,(Z48)
3i60,2.50,2010,8.70,(E86)
3s73,1.75,2011,8.70,(EVF)
4a7i,2.40,2012,8.70,(A7I)
4bah,1.94,2013,8.70,(MEL)
4eo6,1.79,2012,8.70,(0S2)
4hy1,1.90,2013,8.70,(19X)
4r5a,1.64,2014,8.70,(3J4)
4rwj,2.49,2015,8.70,(66T)
4yth,2.04,2015,8.70,(467)
4zwx,1.70,2015,8.70,(5KZ)
4zwz,1.62,2015,8.70,(510)
5e2o,2.08,2015,8.70,(5JM)
5hcv,2.50,2016,8.70,(60R)
5ih9,1.79,2016,8.70,(6BF)
5nk4,1.45,2017,8.70,(90E)
5sz2,1.63,2016,8.70,(72G)
5ufr,2.07,2017,8.70,(88J)
3ckz,1.90,2008,8.72,(ZMR)
3p8o,2.30,2011,8.72,(L5T)
3ts4,1.59,2012,8.72,(EEG)
4crc,1.60,2015,8.72,(OTM)
4ish,1.82,2013,8.72,(1GE)
4ivb,1.90,2013,8.72,(1J5)
4x6o,2.10,2015,8.72,(3Y4)
5ikb,2.05,2016,8.72,(KAI)
5jg1,1.16,2016,8.72,(6KR)
6dj7,1.31,2018,8.72,(G10)
1b6k,1.85,2000,8.74,(PI5)
1mjj,2.10,2003,8.74,(HAL)
1sdv,1.40,2004,8.74,(MK1)
2vkm,2.05,2008,8.74,(BSD)
2wtv,2.40,2010,8.74,(ZZL)
3rz1,1.51,2011,8.74,(RZ1)
4ei4,2.22,2012,8.74,(0Q2)
4gii,2.31,2013,8.74,(0X6)
5vkc,2.31,2017,8.74,(9EA)
6d78,2.35,2019,8.74,(9-mer)
6o94,1.98,2019,8.74,(LRS)
1bnv,2.40,1999,8.77,(AL7)
1d4l,1.75,2000,8.77,(PI9)
1qft,1.25,2000,8.77,(HSM)
1x38,1.70,2005,8.77,(IDD)
1zp8,2.02,2005,8.77,(AB2)
2wkz,1.70,2009,8.77,(5AH)
3b5r,1.80,2008,8.77,(B5R)
3qdd,1.79,2012,8.77,(94M)
4e4l,2.00,2012,8.77,(0NH)
4m0f,2.30,2013,8.77,(1YK)
5wal,2.45,2017,8.77,(9ZS)
6cdp,2.46,2018,8.79,(8-mer)
1fkn,1.90,2000,8.80,(7-mer)
1g46,1.84,2000,8.80,(F2B)
1w5w,1.80,2004,8.80,(BE4)
3d1z,1.30,2008,8.80,(017)
3oaf,1.70,2011,8.80,(OAG)
5cau,2.25,2015,8.80,(4ZR)
5e2p,2.11,2015,8.80,(7P0)
5vm0,1.79,2018,8.80,(9EG)
6stl,1.30,2019,8.80,(TAU)
1ork,2.40,1999,8.81,(ATC)
1g54,1.86,2000,8.82,(FFB)
1m0b,2.45,2004,8.82,(0ZQ)
2zcq,2.38,2008,8.82,(B65)
2zxg,1.55,2009,8.82,(S23)
3fvk,1.50,2010,8.82,(8DX)
3nu4,1.20,2010,8.82,(478)
4i5c,2.10,2013,8.82,(C5I)
4ks1,2.20,2013,8.82,(2H8)
4x6n,2.10,2015,8.82,(3Y5)
5k0m,1.83,2017,8.82,(6PU)
5kby,2.24,2016,8.82,(6RL)
1lhu,1.80,2002,8.83,(EST)
3mxd,1.95,2010,8.83,(K53)
1d4i,1.81,2002,8.85,(BEG)
2avo,1.10,2006,8.85,(MK1)
3b67,1.90,2008,8.85,(B67)
3e93,2.00,2008,8.85,(19B)
4gj3,2.50,2013,8.85,(0XP)
5cas,2.10,2015,8.85,(4ZQ)
5mlj,1.80,2017,8.85,(9ST)
5uoo,1.69,2017,8.85,(8FV)
6ayt,1.85,2018,8.85,(4EH)
6dz2,1.99,2019,8.85,(OS5)
2xej,1.78,2010,8.87,(OKD)
5lwm,1.55,2016,8.87,(79T)
1n3i,1.90,2003,8.89,(DIH)
1nfy,2.10,2003,8.89,(RTR)
1nt1,2.00,2003,8.89,(T76)
2idw,1.10,2006,8.89,(017)
2y7x,1.90,2011,8.89,(MZA)
3ekp,2.15,2009,8.89,(478)
3vhc,1.41,2012,8.89,(VHC)
3zze,1.87,2011,8.89,(6XP)
4cst,1.10,2015,8.89,(CWK)
5fnu,1.78,2016,8.89,(L6I)
5ipj,2.10,2016,8.89,(6CD)
6dz3,1.91,2019,8.89,(OS6)
6e22,1.60,2019,8.89,(HLS)
3egt,2.00,2009,8.90,(722)
5m23,1.97,2017,8.90,(7DC)
4bak,1.94,2013,8.91,(M67)
1ec1,2.10,2002,8.92,(BEE)
1kzn,2.30,2002,8.92,(CBN)
1r1h,1.95,2004,8.92,(BIR)
3k37,2.00,2010,8.92,(BCZ)
4e6d,2.22,2012,8.92,(0NU)
4heg,1.46,2013,8.92,(G52)
5hcy,2.46,2016,8.92,(60D)
5ljt,1.00,2017,8.92,(A6N)
5n24,1.50,2017,8.92,(8HE)
5sz1,1.55,2016,8.92,(72E)
6oe0,1.30,2019,8.92,(M8S)
4bam,1.88,2013,8.94,(MM9)
1j37,2.40,2003,8.96,(X8Z)
1nfw,2.10,2003,8.96,(RRR)
2p4j,2.50,2007,8.96,(23I)
3dcc,1.60,2009,8.96,(D9Z)
3i9g,1.90,2009,8.96,(S1P)
3rz7,1.80,2011,8.96,(RZ7)
3v5p,2.10,2012,8.96,(C88)
4ag8,1.95,2012,8.96,(AXI)
4k18,2.05,2013,8.96,(1OB)
4und,2.20,2015,8.96,(2YQ)
4xo8,1.70,2016,8.96,(KGM)
5een,1.86,2016,8.96,(5OG)
5wqc,1.96,2017,8.96,(7MA)
5tbe,2.44,2017,8.97,(78L)
6cdo,2.10,2018,8.97,(8-mer)
6hzb,1.90,2019,8.98,(5-mer)
5vp9,1.86,2017,8.99,(9H7)
1apv,1.80,1994,9.00,(5-mer)
1e3g,2.40,2001,9.00,(R18)
1fm9,2.10,2001,9.00,(570)
1k27,1.95,2003,9.00,(MTM)
1mq5,2.10,2003,9.00,(XLC)
1mu8,2.00,2004,9.00,(CDB)
1y0l,2.50,2005,9.00,(HAN)
2j4i,1.80,2006,9.00,(GSJ)
2p4y,2.25,2008,9.00,(C03)
2wyj,2.38,2010,9.00,(898)
3dd0,1.48,2009,9.00,(EZL)
3jrx,2.50,2010,9.00,(S1A)
3u6h,2.00,2012,9.00,(03X)
3u6i,2.10,2012,9.00,(044)
3ui7,2.28,2011,9.00,(C1L)
3uri,2.10,2012,9.00,(8-mer)
4c2v,1.49,2014,9.00,(YJA)
4h3f,1.70,2012,9.00,(10O)
4x5q,1.12,2015,9.00,(3XN)
5ef7,1.90,2016,9.00,(5OJ)
5ljq,1.05,2017,9.00,(ANV)
6mle,1.86,2019,9.00,(ARG)
2q54,1.85,2007,9.01,(MU1)
4baq,1.89,2013,9.01,(M4Z)
5e2s,1.50,2016,9.01,(5CX)
4jh0,2.35,2013,9.03,(1MD)
4xtw,2.30,2015,9.03,(44M)
6dz0,1.62,2019,9.03,(OS3)
1ec3,1.80,2002,9.04,(MS3)
1g53,1.94,2000,9.04,(F6B)
1qkt,2.20,2000,9.04,(EST)
3m37,1.90,2010,9.04,(M37)
3vfb,1.55,2012,9.04,(031)
1ebw,1.81,2002,9.05,(BEI)
1ezq,2.20,2000,9.05,(RPR)
1kdk,1.70,2002,9.05,(DHT)
3hb4,2.21,2009,9.05,(E2B)
3nu9,1.85,2010,9.05,(478)
4e4n,1.90,2012,9.05,(0NL)
4i72,2.05,2013,9.05,(UA2)
4uja,1.93,2016,9.05,(4L7)
5m7s,2.40,2017,9.05,(NHT)
1nw4,2.20,2004,9.07,(IMH)
2qd8,1.35,2008,9.07,(065)
3gba,1.35,2009,9.07,(DYH)
4cmo,1.83,2014,9.07,(YPW)
4xk9,2.20,2015,9.07,(41J)
1bnw,2.25,1999,9.08,(TPD)
2rkf,1.80,2008,9.08,(AB1)
3a2o,0.88,2010,9.08,(KNJ)
3ffg,1.54,2009,9.08,(FFG)
3sue,2.20,2012,9.08,(SUE)
3x00,1.30,2015,9.08,(ZOF)
6ckw,2.06,2018,9.08,(F6D)
1d3d,2.04,2000,9.09,(BZT)
1msn,2.00,2003,9.09,(JE2)
2v58,2.10,2009,9.09,(LZJ)
2w8y,1.80,2009,9.09,(486)
4zls,1.53,2015,9.09,(G61)
1h22,2.15,2002,9.10,(E10)
2qd7,1.11,2008,9.10,(065)
3gnw,2.39,2009,9.10,(XNC)
3lea,2.00,2010,9.10,(Z93)
3lpk,1.93,2010,9.10,(Z76)
3mdz,2.32,2010,9.10,(EZL)
3o56,2.42,2011,9.10,(ZG1)
3pwm,1.46,2011,9.10,(017)
3vf7,1.30,2012,9.10,(031)
4az6,1.36,2013,9.10,(OAN)
4hws,1.70,2013,9.10,(1B3)
5eek,1.59,2016,9.10,(TSN)
5sz0,1.63,2016,9.10,(72D)
6c2r,1.96,2019,9.10,(EG7)
1d9i,2.30,2000,9.11,(00P)
4xu0,1.60,2015,9.11,(44N)
3ttp,2.23,2012,9.12,(017)
5nkb,1.50,2017,9.12,(8ZT)
1ta6,1.90,2004,9.13,(177)
2wb5,2.31,2009,9.13,(VGB)
3su3,1.30,2012,9.13,(SU3)
5j20,1.76,2017,9.14,(6FJ)
5l30,1.73,2016,9.14,(70A)
2qmg,1.89,2008,9.15,(SC6)
2xjx,1.66,2010,9.15,(XJX)
3d91,2.20,2008,9.15,(REM)
3ibu,1.41,2009,9.15,(O48)
4clj,1.66,2014,9.15,(5P8)
4p6w,1.95,2014,9.15,(MOF)
5aml,1.36,2015,9.15,(51J)
5kr0,1.80,2016,9.15,(478)
6c7q,1.51,2018,9.15,(EO1)
6odz,1.30,2019,9.15,(M8J)
8cpa,2.00,1994,9.15,(AGF)
5wl0,2.40,2017,9.17,(21G)
1z71,1.80,2005,9.18,(L17)
2fgu,2.00,2006,9.18,(5-mer)
2xb7,2.50,2010,9.19,(GUI)
3ozg,1.99,2011,9.19,(SSI)
3vfa,1.43,2012,9.19,(031)
6ays,1.70,2018,9.19,(HT6)
5laq,2.40,2018,9.20,(6M5)
5upz,1.27,2017,9.20,(8HD)
6dyz,1.62,2019,9.20,(OS2)
1mh5,2.10,2003,9.21,(HAL)
1sqa,2.00,2004,9.21,(UI1)
4xty,1.80,2015,9.21,(44L)
1d4k,1.85,2000,9.22,(PI8)
1fcz,1.38,2000,9.22,(156)
1hpo,2.50,1997,9.22,(UNI)
1hps,2.30,1994,9.22,(RUN)
1hpv,1.90,1995,9.22,(478)
1uho,2.50,2004,9.22,(VDN)
1x39,1.80,2005,9.22,(IDE)
1zvx,1.87,2006,9.22,(FIN)
2cer,2.29,2006,9.22,(PGI)
2o4l,1.33,2006,9.22,(TPV)
3rwp,1.92,2011,9.22,(ABQ)
4jia,1.85,2013,9.22,(1K3)
4s1g,2.10,2015,9.22,(43T)
5eei,1.32,2016,9.22,(SHH)
5i3w,2.15,2016,9.22,(68L)
6h33,1.58,2018,9.22,(FKQ)
6n7b,1.81,2019,9.22,(KEY)
4xu2,1.85,2015,9.23,(44Q)
4dv8,1.63,2012,9.24,(0LX)
5llp,1.48,2017,9.24,(6Z9)
3zlr,2.03,2013,9.26,(X0B)
1sdt,1.30,2004,9.27,(MK1)
2xab,1.90,2010,9.27,(VHD)
3b65,1.80,2008,9.27,(3B6)
3nzk,1.80,2011,9.27,(C90)
4xtv,1.45,2015,9.27,(44K)
1xow,1.80,2004,9.28,(R18)
3kdc,2.20,2010,9.28,(JZP)
3p8n,1.90,2011,9.28,(L4T)
3rux,1.70,2011,9.28,(BS5)
3vhd,1.52,2012,9.28,(VHE)
4asd,2.03,2012,9.28,(BAX)
2ayr,1.90,2005,9.29,(L4G)
5kqy,1.65,2016,9.29,(017)
2yxj,2.20,2007,9.30,(N3C)
3fv1,1.50,2010,9.30,(DYH)
3nu6,1.16,2010,9.30,(478)
4crf,2.30,2015,9.30,(R9B)
4er2,2.00,1991,9.30,(6-mer)
4qge,2.00,2014,9.30,(35O)
5anv,1.16,2016,9.30,(RGJ)
6h2z,1.94,2018,9.30,(FKE)
6h34,1.55,2018,9.30,(FKK)
6hza,1.90,2019,9.30,(5-mer)
6orr,2.25,2019,9.30,(N37)
6udu,1.75,2019,9.30,(Q4Y)
1bn4,2.10,1999,9.31,(AL9)
3rdq,1.60,2011,9.31,(DTB)
2aqu,2.00,2006,9.32,(DR7)
3wha,1.30,2014,9.32,(WHA)
5jfp,1.49,2016,9.32,(6KK)
1bn1,2.10,1999,9.34,(AL5)
3vf5,1.25,2012,9.34,(031)
6o0m,1.75,2019,9.34,(LBM)
2e27,1.70,2007,9.35,(AB0)
6h36,1.85,2018,9.35,(FKE)
2p95,2.20,2007,9.37,(ME5)
3nuj,1.50,2010,9.39,(478)
4ca5,1.85,2013,9.39,(3EF)
1ebz,2.01,2002,9.40,(BEC)
1fkf,1.70,1991,9.40,(FK5)
1ksn,2.10,2002,9.40,(FXV)
1met,1.90,1998,9.40,(DMP)
1pme,2.00,1999,9.40,(SB2)
2o4r,1.98,2007,9.40,(VD5)
2w26,2.08,2008,9.40,(RIV)
4a4q,1.80,2012,9.40,(UX9)
4erf,2.00,2012,9.40,(0R3)
4qac,2.10,2014,9.40,(KK3)
5anu,1.80,2016,9.40,(58T)
5i3y,2.15,2016,9.40,(68K)
5llo,1.60,2017,9.40,(5EF)
6got,1.56,2018,9.40,(F6W)
3ekv,1.75,2009,9.41,(478)
3ekx,1.97,2009,9.41,(1UN)
5jop,1.75,2017,9.41,(4-mer)
1hsh,1.90,1996,9.42,(MK1)
3bgs,2.10,2008,9.42,(DIH)
3rbu,1.60,2012,9.43,(G88)
1g1d,2.04,2000,9.44,(FSB)
4mc9,1.19,2014,9.44,(23L)
2yki,1.67,2011,9.46,(YKI)
4b7p,1.70,2013,9.46,(9UN)
6g2r,2.10,2019,9.46,(EJK)
1qbs,1.80,1997,9.47,(DMP)
4wko,1.90,2015,9.47,(HCE)
1xjd,2.00,2004,9.48,(STU)
6e7j,1.30,2018,9.48,(HWY)
1bnq,2.40,1999,9.49,(AL4)
4xu1,1.70,2015,9.49,(44O)
5kr1,1.60,2016,9.49,(017)
4xu3,2.24,2015,9.50,(44R)
1hvr,1.80,1995,9.51,(XK2)
1s19,2.10,2004,9.51,(MC9)
2p4s,2.20,2008,9.51,(DIH)
1m4h,2.10,2002,9.52,(7-mer)
2ax9,1.65,2005,9.52,(BHM)
2bys,2.05,2005,9.52,(LOB)
2g94,1.86,2006,9.52,(ZPQ)
2gvj,2.10,2006,9.52,(DGB)
2hoc,2.10,2006,9.52,(1CN)
3fv3,1.85,2009,9.52,(6-mer)
3g0w,1.95,2009,9.52,(LGB)
3g5k,1.70,2009,9.52,(BB2)
4ivd,1.93,2013,9.52,(15T)
4ty7,2.09,2014,9.52,(39F)
5llc,1.10,2017,9.52,(V26)
6cjr,1.80,2019,9.52,(E0G)
6n7d,1.78,2019,9.52,(KF4)
1g52,1.80,2000,9.54,(F2B)
2pog,1.84,2007,9.54,(WST)
3ppm,1.78,2011,9.54,(JG1)
1dmp,2.00,1997,9.55,(DMQ)
1ws1,2.00,2005,9.55,(BB2)
4gr0,1.50,2013,9.55,(R4B)
4wkp,1.58,2015,9.55,(3QA)
1i37,2.00,2001,9.57,(DHT)
1o86,2.00,2003,9.57,(LPR)
2z4o,1.60,2008,9.57,(065)
4ax9,1.90,2012,9.57,(N5N)
4gql,1.15,2013,9.59,(R47)
4mc6,1.31,2014,9.59,(23K)
5cjf,1.83,2015,9.59,(520)
4gqp,2.00,2013,9.60,(B40)
1if8,1.94,2001,9.64,(SBS)
2zx8,2.33,2009,9.64,(ZX8)
3el1,1.70,2009,9.64,(DR7)
3s54,1.42,2012,9.64,(017)
4b7r,1.90,2012,9.64,(G39)
5dh5,2.00,2016,9.64,(5AY)
3pe1,1.60,2011,9.65,(3NG)
3dp9,2.30,2009,9.68,(BIG)
4zip,1.11,2015,9.68,(G64)
6n78,1.83,2019,9.68,(KEP)
6n79,2.27,2019,9.68,(KES)
1bnu,2.15,1999,9.70,(AL3)
1df8,1.51,2000,9.70,(BTN)
1eby,2.29,2002,9.70,(BEB)
1fkb,1.70,1993,9.70,(RAP)
1mrw,2.00,2003,9.70,(K57)
2vh6,1.95,2008,9.70,(GSV)
3sm2,1.75,2011,9.70,(478)
4cd0,2.23,2014,9.70,(AWJ)
4fk6,2.20,2012,9.70,(0UJ)
5dxt,2.25,2016,9.70,(5H5)
5sz4,1.60,2016,9.70,(72D)
5sz7,1.78,2016,9.70,(72H)
6cjs,1.90,2019,9.70,(2GJ)
6oja,1.55,2019,9.70,(MET)
4crl,2.40,2015,9.71,(C1I)
1z6e,1.80,2006,9.72,(IK8)
3fuc,1.45,2009,9.72,(9D9&9DG)
4wkn,2.00,2015,9.72,(TDI)
1nh0,1.03,2004,9.74,(5-mer)
3dk1,1.07,2009,9.74,(G05)
3p3g,1.65,2011,9.74,(3P3)
5izf,2.10,2016,9.74,(6-mer)
3pe2,1.90,2011,9.76,(E1B)
4yhm,2.16,2016,9.76,(4CC)
3ggu,1.80,2009,9.77,(017)
456c,2.40,1999,9.77,(CBP)
6fs0,2.25,2018,9.77,(E4W)
4x24,1.50,2015,9.78,(TDI)
1bnt,2.15,1999,9.80,(AL2)
3lxk,2.00,2010,9.80,(MI1)
3nuo,1.35,2010,9.80,(478)
6ixd,1.00,2019,9.80,(B0F)
1pvn,2.00,2003,9.82,(MZP)
3m36,2.15,2010,9.82,(M35)
3nu3,1.02,2010,9.82,(478)
4eb8,2.30,2013,9.82,(IM5)
4xtz,1.90,2015,9.82,(594)
4zo5,2.50,2015,9.82,(4Q0)
2xef,1.59,2010,9.84,(AR8)
6dh8,1.95,2018,9.84,(A60)
2std,2.10,1999,9.85,(CRP)
3kdb,1.66,2010,9.85,(006)
3rdo,1.40,2011,9.85,(BTN)
6oqd,1.48,2019,9.85,(N0M)
6dh7,2.00,2018,9.88,(K13)
1bn3,2.20,1999,9.89,(AL6)
1e66,2.10,2001,9.89,(HUX)
2drc,1.90,1994,9.89,(MTX)
1hxb,2.30,1997,9.92,(ROC)
1zsf,1.98,2006,9.92,(0ZS)
2vnp,2.19,2008,9.92,(DED)
3ies,2.00,2010,9.92,(M24)
3rlb,2.00,2011,9.92,(VIB)
6dh6,1.97,2018,9.93,(017)
1hvl,1.80,1994,9.95,(A76)
1bv9,2.00,1998,9.96,(XV6)
1fjs,1.92,2000,9.96,(Z34)
2xmy,1.90,2010,9.96,(CDK)
4m8y,2.22,2014,9.96,(KGQ)
6o0p,1.80,2019,9.96,(LBM)
1bnn,2.30,1999,10.00,(AL1)
1bxo,0.95,1998,10.00,(PP7)
1d4h,1.81,2002,10.00,(BEH)
1ec2,2.00,2002,10.00,(BEJ)
1flr,1.85,1995,10.00,(FLU)
1gar,1.96,1995,10.00,(U89)
1igj,2.50,1993,10.00,(DGX)
1rjk,1.99,2004,10.00,(VDZ)
3h5b,1.29,2009,10.00,(031)
4ivc,2.35,2013,10.00,(1J6)
4lhv,1.95,2013,10.00,(GDP)
4twp,2.40,2015,10.00,(AXI)
6e23,1.66,2019,10.00,(HLJ)
6udi,1.94,2019,10.00,(Q4S)
6udt,1.50,2019,10.00,(Q4V)
3mxe,1.85,2010,10.01,(K54)
1n4k,2.20,2002,10.05,(I3P)
1nm6,1.80,2003,10.05,(L86)
4rfm,2.10,2015,10.05,(3P6)
3lzu,1.76,2010,10.06,(017)
1sdu,1.25,2004,10.07,(MK1)
1sr7,1.46,2004,10.10,(MOF)
2o4j,1.74,2007,10.10,(VD4)
2p16,2.30,2007,10.10,(GG2)
1y6r,2.20,2005,10.11,(MTM)
6chp,1.94,2018,10.12,(F0Y)
5v82,1.89,2017,10.15,(96Y)
4f3k,1.85,2013,10.16,(HCE)
3ps1,1.85,2011,10.17,(ZH2)
3u8n,2.35,2011,10.17,(09S)
4tmn,1.70,1989,10.17,(0PK)
5llh,1.90,2017,10.17,(V49)
6nzv,1.55,2019,10.17,(L9J)
4ggz,1.75,2013,10.18,(BTN)
5etj,2.30,2016,10.18,(IM5)
1ie9,1.40,2001,10.19,(VDX)
2qi3,1.95,2008,10.20,(MZ5)
4m8x,2.05,2014,10.20,(KGQ)
2qi7,1.85,2008,10.21,(MZ9)
5dyo,2.36,2016,10.21,(FLU)
6ud2,1.70,2019,10.21,(Q4D)
5lle,1.90,2017,10.22,(V51)
3t3c,2.10,2012,10.23,(017)
1qbu,1.80,1997,10.24,(846)
5b25,1.90,2016,10.24,(4QJ)
1rr6,2.50,2005,10.25,(IMH)
6dyu,1.60,2019,10.26,(OS2)
6udv,1.35,2019,10.29,(Q51)
1bv7,2.00,1998,10.30,(XV6)
1c70,2.50,2000,10.30,(L75)
